text,freq
"В Александровке огромный сходняк военных и мусоров, два спринтера и синий бус что вчера по Ильичёвску катался. Будьте осторожны, грандиозный шухер!",1
Опять приехали Юго-западный масив возле белого ежа. Спринтер белый и тоета хайс белая. Ждут мусоров!,1
"На юго-западном замечены вояки, в районе между школами в сторону 1 ст. (пекарня Кунжут). Не уверена, что блок пост, похоже авария, но думаю, лучше не соваться сюда",1
"серый бус вольц с уродами,поехал по дворам Ленина-Данченко,внутри 3 человека",1
"Юго-западный,в сторону города, сек назад проезжали, до сих пор БП, будьте аккуратны!",1
Проспект Шевченко остановка политехнический университет БлокПост в обе стороны тцк плюс полиция,1
поворот на Мойоры со стороны Теплодара тцк и менты,1
"Юго-Западный в сторону Таирова, до сих пор стоит БП. Менты с плесенью тормозят, пробка, объезжайте",1
"Красный Ниссан,бусик, ждёт электричку, копейка, станция восточная,жолио",1
Заболотнего ближе кругу авария. Ждут ментов.,1
"Выезд из города поселок, напротив эпицентра стоит патруль, останавливает выборочно.",1
Пидоры голимые стоят на Столбовая-Боженко. Б/П на 12:05 рот ваш еб...л,1
Рынок Черёмушки подскочили к пацанам возле табакерки возле АТБ,1
"Уточнение по Беляевке-около 6 наших ТЦК и парочка копов,одна патрульная машина,в конце Маяк,как ехать из города,где смыкаються две дороги,за поворотом-проскочить не получится)их не видно сразу,где раньше был БП.Маршрутку тоже проверяли.",1
"Утро доброе, Александровка, Поликлиника, Мусора!!! В сторону Ильичёвска!",1
Беляевка Теплодар тцк 6 чел,1
"Окружная с поселка Котовского, ОККО, блок пост военные",1
"Объездная, сразу после выезда с посёлка, за окко стоит блок пост, раздают 100%",1
Metro на посёлок БП куча гиен по ходу взялись серьёзно за трамваи маршрутки пропускают через одну трамваи стопают и накидуються как коршуны,1
Черёмушки глаза по дорогам держите,1
"Генерала Петрова 49,Сильпо аккуратно",1
Преображенская-Соборная.,1
Ментв с мигалками поехали по дворам Днепропетровской дороги 70/1 в сторону 60 домов,1
Автовокзал-мусара под мостом.,1
Возможно ждёт выгрузки на овощей на рынок.,1
А возможно и загрузки рабов на рынок (но другой),1
Выезд с посёлка Котовского (окружная дорога) перед кладбищем стоят маслины «нюхачи»,1
"Ля Сильпо,упаковали в бус двух парней",1
"М. Арнаутская стоп контроль полиция и зелёные, очень много по обе стороны дороги.",1
"Объездная ОККО напротив припарковались менты возможно ждут тцк, вчера там же был БП",1
"Радужный 1, первая парадная, 2 тцк 1 в черном и женщина по гражданке, возможно целенаправленно к кому то",1
"Рынок Слабока!со стороны трамвайных путей припаркован белый пикап,номера заражены!Возле авто три зелёных!Будьте внимательны, Дорогие Мужчины!",1
На Генерала Петрова на парковке сельпо стоит бусик с военным,1
"Теплодар, перед кругом экипаж ментов, будьте осторожны!",1
"Имейте ввиду Киевский тцк получил новый Ситроен синий с серыми полосками,два дня назад,номера нормальные",1
"Менты кошмарят радужный, проверяют все машины. Актуально на 22:20",1
Два мента Радужный 24 дом возле копейки ходят,1
Здравствуйте! Радужный 16 ходит мент с папочкой.,1
"Теплодар, новая почта буря. Время было 6:45.",1
Блок-пост М. Арнаутская- в конце возле новой почты,1
Беляевка -Теплодар на повороте Майоры стоят тцк и полиция,1
Окружная за вогом полиция,1
7-я Пересыпская сразу за переездом 8.30,1
Солнечная-Тенистая полно людоедов.,1
"Жолио-Кюри, конечная 250 автобуса.",1
"Мясоедовская-Разумовская серый бус,принималово",1
"Жолио-Кюри 26(ст Восточная), во дворе зелёный бус с крестами на 11,45",1
"Не обольщайтесь, что вам ещё нет 25-ти лет! Отец двоих детей, 24 года, его отец пропал безвести на фронте. Упаковали во вторник. У другого мужика одна нога короче другой на 5 см, неделю в учебке, сейчас под Покровском. Новая фишка. Тебя отправляют на фронт с учебки, но приписан ты остаешься к учебке.",1
Академика головатого 81 на повороте две машины с ментвми,1
Окружная выезд с города нюхачи,1
Тот же автобус по Пионерской в сторону 4 ст.,1
Жолио-Кюри 26.Повернули в сторону 67школы.Белый бус. Человек 5.номера одесские,1
Бочарова-Крымская замечены два зелёных жирных мордоворота 09.50,1
"Тенистая номер 5-7 белый спринтер, пакуют",1
Квартал Тенистая-Солнечня-Генуэзская-Черняховского собирают прохожих,1
Слободка 2 черных на машине патрульной проверяли документы у мужика,1
"Радужный 16/1 во дворе стоит синий автомобиль, LCN 29ххх номер, внутри кто то в пиксельной форме.",1
"Теплодар,дпс",1
Доброе утро как ехать на посёлок со стороны Николаева напротив эпицентра стоит полиция на перегар,1
Таврия в сторону Николаева толпа зелени и полиции готовят облаву,1
"Генерала Петрова возле АТБ. ДТП, полиция. И метров 50 стоят зеленые и полицаи с планшетом.",1
Напротив брсм менты,1
Анонимно в Ильичёвске у ушлёпков норма мин 15 чел в сутки,1
"Выезд с Маяк в направлении Одессы, леденцы ‍",1
"По ланжерону от Причала#1, в сторону дельфинария, идут прогулочным шагом толпа ментов",1
"На дерибасе прошли 5 чертей возле мака, без полицаев",1
"На базовой на ближних воротах как ехать от эпицентре стоит синий бус, ранее был замечен с тцк",1
Беляевка - Теплодар на повороте на Майоры тцк и полиция,1
"Дорога Теплодар и Беляевка, стоят на повороте с. Майоры. Будьте внимательны!",1
Первые ворота от Эпицентра,1
Объездная минут 20 назад. С Латовки спуск к лиману стоит патрулька. Тормозят легковые. Что интересно много машин едит и ни один не предупредил.,1
Спуск с латовки к лиману стоит много полиции окружная тормозят легковые все подряд!!!!,1
"Белый хюндай 3358 катается по авдеева-черноморского, медленно",1
Генерала Петрова возле хлебозавода ДТП,1
Окружная на Поселок,1
"Добрый вечер, опасно выезд с Теплодара, поворот на Беляевскую трассу, пресловутый серый бус могиляторов, и черные помощники!",1
"Добрый вечер! Сегодня забрали друга в Суворовский ТЦК. Он проходил ВЛК в другом городе,только не прошёл 1 врача. Встретили на улице,и сказали,что нужно поставить просто печать в ТЦК,а потом его отпустят без проблем. Сейчас везут в Десну.",1
"Аккуратнее на поскоте в частном секторе на ""10-7 линиях"", ближе к Жолио-Кюри, катаются по гражданке, ищут ""ДРГ""",1
Беляевка-Теплодар поворот на маеры сцыкуны зеленые,1
"АТБ генерала Петрова, четверо упырей крепят парня",1
Ул.Степная серый Тчик в сторону переезда на черных номерах - докопались к прохожему,1
"Проселочная-Житомирская. Полиция тормозного пешехода, шманают пробивают по планшету. Стоят уже долго.",1
"Радужный ДТП второе Сильпо в сторону Таирова, Радужный Остановка ( Радар ) потоп(яма) - обьезд по стороне мойки - газ - светофор.",1
на выезде с Теплодара мусора,1
"Metro, в сторону посёлка, блокпост",1
По Генерала Петрова пятеро из бусика выпрыгивают на людей. Сейчас в районе Сильпо,1
"П-ры на синем ситроен джамп сидели в машине, может кого-то ждали на Генерала Петрова напротив Сильпо",1
"Доброго дня всем! на Генерала Петрова, синий бус Ситроен, напротив лицея 53, выскочили за парнем, Слава Богу парень дворами убежал. Берегите себя мужчины",1
Поворот на Радужный возле Таврии двое гиен,1
"Важно, рынок Восход ставят БП, чудом проскочил",1
Проспект Шевченко в сторону центра ближе ко палацу спорта РАДАР. Будьте аккуратней.,1
"Левитана-Люстдорфская Дорога,Базарчик. Белый бус Рено,пакуют,он вчера тоже там стоял- осторожно",1
Белый хундай бус с цткашками катаются по дворам генерала Петрова-варненская высматревают очередную жертву приношения укрорейховской власти! Будьте окуратны.,1
"Одна подпись при выдаче формы, вторая при принятии присяги, третья за получение автомата четвёртая за бронижилет и шлем. Ну вот вы и защитник бизнеса депутатов их детей и имущества, за одно иметь право быть рабом. Там работают жернова смерти и ваши адвокаты только денег заработают и хрен чем помогут. Проверно на себе лично. Всем удачи.",1
"Окко пересыпь стоят оливки,в брониках",1
Развилка Шабо-Затока-Беленькое,1
‼Ещё важное - не бойтесь если вы (мужики) не сходите лишний раз на базар/магазин а сходит ваша жена/ребенок.,1
"Пересыпский мост, в сторону города, дтп",1
"Генерала Петрова 74, возле копейки, выбежали, общаться с мужиком",1
"Белый фольц бусс заехал во дворы возле сильпо,черемушки",1
Говорова-Академическая стоят,1
"Как объезжать через Суворовский военкомат в конце улицы,возле магазина растений стоит оливка и 2 пятнистых,походу на стопор",1
Город Южный-гестапо бус разъезжает по городу в районе ДК,1
Буряты на въезде в город за брсм.выезд с города перед лесенкой.,1
Киевская трасса в сторону города остановка Вольво перед БРСМ,1
"От восхода переехали,конечная 10 трамвая,в сторону Генерала Петрова",1
"Доброе утро, поселок выезд из города, напротив эпицентра стоит полиция останавливают машины.",1
Серый знаменитый фольцваген 9105 заехал в радужный2 возле поля,1
Трасса Беляевка-Теплодар перекресток на схт пидоры зеленые,1
"Маякская дорога (Беляевка...Теплодар), на повороте на Повстанское стоят представители тцк и сп",1
"Трасса Беляевка -Теплодар, возле канала леденцы, пока без оливок. 7-55.",1
Куча оливок на выезде с Теплодара на Беляевку!,1
Скай сити,1
"Дорога Теплодар - Беляевка, поворот на Майоры тцк +полиция",1
"Ул. Транспортная- Военная инспекция - заминирована школа, поэтому туда",1
На въезде в Дальние со стороны Маяк тцк и мусора,1
Известный красный бус ухилянтов катается по дворам по ул.Данченко.,1
"Пересыпь в сторону города возле авто салона,оливки с полицаями,ищут жертву.Будьте остальны!!",1
Ильичевск-парковая красный бус фольцваген с вояками возможно тцк. Будьте бдительны,1
"Скай сити, возле 4 секции тцк",1
По поводу Б Хмельницкого. Стоят 2 дэбила возле маг Табакерка. А рядом машина видно на фото,1
Эпицентр 7 км - 4 машины тцк. Проверяют документы.,1
На повороте на Теплодар много тцк,1
Полиция за дальником в сторону маяк,1
Сыны шакалов поехали с ленпаселка в сторону 1-вой заставы на бусе,1
Авто-рынок яма въезд с окружной стоят менты вроде без ТЦК но тормозят всех автомобилей,1
"Подскажите пожалуйста на 7м где блок пост? Если на ул.Базовую, где Эпицентр со стороны города приехать, попадаешь на блок пост? Благодарю",1
Радужный в сторону монастыря блок пост,1
Теплодар поворот на Беляевку зеленые,1
"Одинокий волк, Одесса-Малая остановка, никого не трогает, чото ждет",1
Генерала Петрова 70 куча черных и зелёных возле копейки,1
"Генерала Петрова 74, возле копейки бус стоит",1
Ильичёвск-Парковая( круг) нарезают круги полицаи с кряколкой выборочно тормозят машины.,1
Поскот строительный рынок,1
Блок пост на вьезде в Радужный с круга,1
"Жк радужный, ходят по парадным сбу, тцк и полицаи. Проверяют документы даже у женщин, будьте бдительны",1
"Пос. Котовского, на автостоянке перед Сильпо, много черных, непонятный движ.",1
Пидорасы с утром все ещё стоят на повороте как ехать на Радужный. 11:52,1
"Белый Хайс с темными стеклами катается Житомирская-Кордонная, будьте осторожны",1
На въезде по киевской перед брсм радар,1
Таврия Маршал только что,1
На Куяльнике стоят оливки,1
"Генерала Петрова возле цветов, тцк",1
Экспострой. Бывший молзавод,1
"Дорога Беляевка - Теплодар, тцк на повороте с. Повстанського (схт). Берегите себя!",1
Радужный ходят 2-3 с автоматом+ маслина на 7.35 возле четвертого дома.,1
Радужный со всех выездов стоят моб.блок посты,1
Радужный на всех выездах блок посты,1
"Дорога Беляевка - Теплодар, поворот Майоровский, стоят тцк +полиция",1
"Радужный ходят группами 3-5 человек,автоматы броник + приехали 2 буса нацгвардия (подкрепление) знакомый позвонил в доль поля полиция и военные патрулируют хуй проскочить двери на 5 замков и дома сидеть",1
ДТП возле военной академии пробка,1
"Радужный, АТБ блок пост.",1
"Большое Вам спасибо что предупредили «за Радужный» еще вчера!!!! Благодаря Вашему сообщению-встали раньше и успели выехать, на работу. А иначе попали б, тк выезжаем в это время!",1
"Радужный 20 дом, первая парадная. Один с автоматом отбился от стаи",1
"Радужный на въезде, Бтр, сзади полиция, каждую машину штормят",1
Радужный. Все въезды - блокпосты. Проверяют в основном машины. Водителей и пассажиров. Смотрят документы и телефоны. Актуально на 10.45.,1
"Радужный, конечная 145 маршрута, военные...",1
"Радужный, дома 20/21/22",1
Радужный. Второй выезд. Остановили девушку. Забрали телефон. Что-то в нем фотографировали. Приехала полиция и забрала девушку. Жесть!,1
"Только что в Радужный новый въезд...прибыло 3 Микроавтобуса с спецподразделением ""КОРД"" и пару полицейских машин..... похоже что-то намечается",1
Радужный. Второй выезд. Опять приняли женщину. Отобрали телефон. И тоже в нем копались и фотографировали. Приехала полиция и забрала ее. Что происходит?,1
"Радужный, хз что происходит - удаляйте с телефонов тупо все.",1
12:46 12.09.2024 блокпост на въезд в радужный,1
"Бус на чёрных номерах возле староконного рынка,центральный вход,3 зе шакала в магазине рядом!",1
"Бус на чёрных номерах возле староконного,три зеленых упыря в магазине рядом,будьте осторожны!",1
Душегубы на красном ниссане бусе под Копейкой Жолио-Кюри/ Восточная,1
Таирова/Черёмушки/ ПосКот.,1
Радужный.оливковый пирожок с открытыми окнами высматривают жертвы,1
"Дорога Беляевка - Теплодар, Теплодаровский поворот стоят, тцк +полиция",1
"Автобус дтек теплодар госномер вн0467вх, очень часто стоит под тцк киевского района. Заправляется с какого-то контейнера около тцк",1
Блок пост объездная напротив ОККО,1
"Окружная с поселка Котовского заправка око в сторону ямы много ТЦК и мусаров,берегите себя",1
Окружная дорога на выезде с Поселка возле заправки ОККО в сторону ямы блок-пост,1
"Объездная с поселка, окко, Блок пост, очень много, останавливают машины",1
"Окружная,заправка ОКО,стоит человек 20 тцк и мусора,тормозят",1
Окружная окко.толпа.,1
Радужный намечается движуха напротив второ въезда два буса и одна полицейская авто!!!,1
Выезд с посёлка в сторону куяльника бп очень много зелёных и пару чёрных останавливают всех в сторону куяльника,1
"Окружная, Корсунцы ОККО.",1
"Тцк на пос. Шевченко и менты возле кладбища в сторону Куяльника,останавливают машины",1
"Шевченко,возле кладбища БП в сторону Куяльника",1
"Синий спринтер 0137 поварачивал с Генерала Петрова улицы на Варненсую, 18:40",1
"Генерала Петрова, на против через дорогу от АТБ бус тцк, 1 зеленый и 3 в черном актуально на сейчас",1
"серый бус т4 во дворах генерала петрова,за фортом",1
"Эпицентр Таирово, полиция и тцк, синий бус типа седан",1
Генерала Петрова заехал серый Т5 номер 11-83 внутри,1
"Поворот на Майоры, дорога Беляевка - Теплодар, стоят. Берегите себя!",1
За поворотом с Ильичёвской трассы на Старолюстдорфскую дорогу (переезд) стоят менты.,1
"Дорога с Теплодара всторону Беляевки, на повороте в Майоры тцк и менты",1
"Ананьев, Одесская обл. рынок четверо пятнистых лазят",1
Доброе утро. Таврия маршал останавливают 191 маршрутку трое.,1
Второй заезд на радужный закрыт,1
В районе 7км/эпицентра катается серебристый мерс вн 4027 с зелёными,1
"Доброе утро, подскажите пожалуйста ПЕРЕСЫПЬ ЗАТОПИЛО ИЛИ НЕТ",1
Проходной двор где Таврия - во дворах ходят человек 5 тцк 🪦🪦🪦🪦🪦,1
Маршал мусора и черти,1
Пересыпь - ездит фольксваген с гиенами,1
Радужный бус катаются,1
Генерала Петрова 56/2 только что уехали оттда.Серый фольцТ5 номера 1183.Берегитесь!,1
Радужный 20 полицейский и тцк,1
Серый т5 на генерала Петрова,1
Возле м.Копейка,1
Костанді во дворах белий бус полный тцк номера 0915 кошмарят двух парней. Будьте осторожны.,1
"Поворот на Майоры, трасса Теплодар - Беляевка, тцк +полиция",1
Поворот с Теплодара,1
"Дорога Беляевка - Теплодар, поворот Теплодаровский, тцк +полиция.",1
Педагогическая‼,1
Едет в сторону Генерала Петрова к 33 школе,1
"Кп Дачное-через планшет, выборочно. В обе стороны. 9-20",1
ЖК Радужный ходят ТЦК возле бывшего Густо и с другой стороны тоже со стороны АТБ 09:44,1
Здравствуйте.Ул.средняя-косвенная.Принималово.А вот и их красный спринтер на аварийке.,1
Серый бус по Александровке-Ильичевск по центральной,1
Шишкіна 58/3 машина тцк,1
"Два легавых оутлендора заехали на рынок Початок. Кто внутри не видно, тонированные. Зачем не ясно",1
Зелёный джип на стоянке Ля Сильпо на евро бляха и крестами на лобовом и заднем стекле,1
"Трасса Беляевка - Теплодар, Майоровский поворот ещё стоят, тцк +полиция, актуально на 8:20",1
"Гагарина-Шевченко, ближе к ботаническому переулку. Сидели в бусике, вышли остановили мужчину за 60. На 8:20",1
Левитана-радужный блок пост,1
Хаджибеевская/Объездная мусора!!,1
‼Выезд с Маяк на город с правой стороны за заправкой стоят тцк и менты останавливают,1
Восточная/копейка серый пассат с копом,1
Т5 серого цвета РАДОСТНАЯ-ГЕНЕРАЛА ПЕТРОВА,1
Выезд с МАЯК В СТОРОНУ ГОРОДА ЗА АЗС ВОГ ПОЛНЫЙ КОМПЛЕКТ,1
Жена только что сказала что на Вільямса по китайскому рынку черти ходят. Машина чёрный джип на заправке а они пешком ходят.,1
"Сама по себе запись в свидетельстве о рождении военнообязанного как отца не дает ему права на отсрочку. По закону для этого отец должен содержать своих детей. Отсрочка не положена, если есть задолженность по уплате алиментов за три месяца",1
"Агрономическая-Неждановой полиция,тормозят выборочно, стоят без тцк",1
"Доброе утро, радужный ходят 4 по домам",1
"Внимание, снова (черная Лада приора 5792 катается по черемушкам 10 квартал, генерала Петрова ) высматривает мужчин, записывает адреса",1
Окружная заправка МОТО за поворотов на нерубайске! Ещё стоят дерьмодемоны,1
Днепропетровская дорога перед алькором в сторону города блокпост,1
Напротив Эпицентра в сторону Николаева нюхачи,1
Едет от Сундука в сторону Маршала,1
"Окружная. Корсунцы, кладбище. Стоят менты. Тормозят машины.",1
Окружная район сто форд на посёлок стоят менты с леденцом,1
На базар заехали мясники с пригласительными! Две машины. Разбегаемся кто куда!,1
Станция Восточная/Копейка стоят копы,1
"Данченко 9, во дворах упыри, уже пресуют мужика, будьте осторожнее",1
"Посёлок Котовского рынок початок. 13:15 Мерс очкарик. На евро номерах заехал на рынок, внутри двое кто такие неизвестно будьте аккуратны",1
"На ланжероне от арки пл грунтовке ездит мусарская патрулька,докапываются к одиноким мужикам(рено сандеро)",1
Сахарова-Заболотного АТБ.Желтый рено кенго ТЦК,1
Молодая-метро. Зеленая плесень проросла,1
"Напротив Таврии маршал где поликлиника вроде как блок пост поставили советую объехать иди обойти, только что из далека увидел еле отпетлял между ними и стоянкой около поликлиники.",1
На выезде из Теплодара поворот на Беляевку куча тцк. На 7.15 актуально,1
Теплодар выезд на Беляевку тцк,1
Выезд на окружную в сторону куяльника возле кладбища маслины ремень свет не забываем,1
"Доброе! Пять минут назад по Малиновского-Кордонная в сторону Ивановского поехала грузовая с синим брезентовым верхом. В ней зелёных штук 7,за рулём и рядом также.",1
Шклярука:,1
В 7:35 сегодня утром между домами проезжали ТЦК. На синем бусе приоткрытой левой дверью пассажирской. Ехали медленно высматривали жертву кого отослать в место себя на передовую. Они ездили по Шклярука между домами,1
"Пересыпский мост. Напротив конечной 191 маршрутки. 5 пикселей, трусят мужиков!",1
"Пересыпский мост. Напротив конечной 191 маршрутки. 5 пикселей, трусят мужиков! Белый кадик, внем прячутся.",1
Генерала Петрова 33 много зеленых,1
"Одна кучка чилит на лавочке, вторая кучка щимится в трамвай",1
Генерала Петрова 44 полиция и зелёные с планшетом проверяют документы,1
"Акварель 2,маршал сити, куча оливок по парадным разошлись",1
"На Ланжероне возле двух Шаров море Тцкотов,наверное готовят совместный с отдыхающими",1
Терешковой-Гайдара два тцкуна за шаурмой возле арбузов.,1
Мельницкая-Аккордная БП,1
Юго-Западный возле Пряной Хаты гиены кошмарят мужчин,1
"Доброе!Актуально и сейчас-блокпост Старосенная-жд.В обе стороны,тормозят выборочно.",1
Продмаш-блокпост,1
Блок-пост на Юго-Западном,1
"Доброе утро, Радужный, второй выезд остановился бус в нем сидит тел с 10 высматривают",1
Юго-Западный в сторону города блок-пост,1
Радужный останавливают всех и все.,1
"Радужный стоит Тойота белая через дорогу Смартлаб, пасет кто на остановку идёт!!!",1
Золотистый знаменитый Рено на бляхе окружная выезд с паселка око заправка остановили парня,1
Машина копов на парковке Сильпо у таировских Жемчужин.,1
"Генерала Петрова 33 смарт клаб,приехал бус с военными",1
ДТП возле экспострой по середине дороги.,1
"Стуса-Дальницкая, серый т5, пресуют мужика",1
"Таврия, волшебный мир, совиньен",1
Ленпоселок внимание! Жёлтая скорая едет к вам.,1
Киевская трасса в сторону города заправка БРСМ тоже стоит патрулька с феном актуально 8:48,1
Ільфа в сторону центра блокпост,1
"Напротив Сильпо, авария,по встречке объезд.",1
на против Магозин Ствол,1
"Фольксваген т5 цвета асфальт. На генерала Петрова 26, прессуют велосипедиста",1
На Маршала в город возле ствола Бп маршрутку не остоновили,1
2 зеленых орка лазят по Бугаевка. АТБ-Таврия. Вышли с двора.,1
"Ресторан ""Море"" стоит. Никого не видно. Но будьте аккуратны.",1
Жоліо Кюрі заехал бус комуфляж с крестом во двор@,1
"На Юго-Западном как вчера кошмарят гоблины. Перекрыли всю дорогу в сторону города, объезжайте",1
Теплодар возле кнс. Дамба. менты и оливки,1
Теплодар! Поворот на Дамбу ТЦК,1
"Доброе утро!Теплодар, поворот на дамбу!!!!Сучары стоят!!!!!",1
Теплодар поворот на Беляевку стоят гиены и те и другие!,1
Знаменитый красный Бош Nissan Vanette сорок четвёртая школа,1
Радужный 15:40 возле АТБ видимо были ТЦК грузили парня в белой футболки.,1
"Ребята аккуратно.Ленпаселок ТЦК возле""Надежды""Три машины",1
"Ленпоселок, район Ваз",1
"Орудуют по ленпасу. Вылетает на встречку, гоняет по обочине.внутри молодняк+ телка. Берегите себя.",1
Киевская трасса въезд в город радар возле БРСМ заправки,1
"Вн3358ек хендай Н1 поехал во дворы с генерала Петрова к Сибирской, будьте аккуратны",1
Скотобазы катаются 1257. По Генерала Петрова. Белый бусик,1
Серебристый Volkswagen Т-4 с ублюдками внутри катается по Ильичёвску в поисках жертв,1
Юго-западный продолжается передвигают фишки в сторону Таирова... 16:07,1
"Маршал Сити, парковка АТБ, 5 куколдов выгрузились из белого буса с мусорскими номерами.",1
Восточная станция копейка зелёный старый Мерседес седан три ухилянта,1
Черная Таврия за Авророй пацан убежал от полицейского не понятка буса не видно пишите кто в это районе. 08 15,1
10:40 возле Копейки Черемушки пидоры.,1
Генерала Петрова напротив мясолюба.бусик и вояки (не тормознули ),1
10:55 Радужный сундук стоят 5 человек останавливают,1
11:05 возле АТБ Радужный ходят пидоры,1
Ловят всех Генерала Петрова. Сзади этих бусик,1
В Ильичёвске на Мая 7а во дворе бус с оливками силой всунули двух крепких мужчин лет по 45 в свой бусик и поехали. Сегодня их много как никогда.,1
"Внимание всем жителям и гостям города Ильичёвска!!! Как и сообщал вчера приехоло очень много, будьте осторожны, по возможности оставайтесь дома и не оставайтесь равнодушными, вы можете спасти чью то жизнь!!! Пишите, сообщайте о перемещениях, ибо город наш маленький и они катаются по нему. Всем спасибо!!!",1
Три ублюдка мусора докопались до мужика с доками потом подошли рядом к другому(вилла отрада возле жёлтого камня)не первый раз эту троицу уебков вижу,1
200м до 2 станції Люстдорфської дороги,1
"Юго-западный в сторону Таирова БП, тормозят авто",1
Юго-Западный - БП тормозят легковушки выборочно,1
"Юго-западный блокпост,сейчас",1
"Кинотеатр Старастино, Слободка - аккуратно рядом",1
Снова дворы педагогическая-фонтанскаядорога.,1
Тираспольская-мечникова ТЦК.,1
"Таврия Маршал, у входа в магазин",1
"Таврия-В ""Маршал"", у входа в магазин, опасно!!!",1
"ВНИМАНИЕ!!! МЕНТЫ СТОЯТ НА АВТО БЕЗ ОЛИВОК, ПЕРЕД ПОВОРОТОМ К ПЕРЕЕЗДУ НА 7-Ю ПЕРЕСЫПЬСКУЮ, В СТОРОНУ ГОРОДА ОСТАНАВЛИВАЮТ ПРОХОЖИХ И ПРОВЕРЯЮТ ДОКУМЕНТЫ",1
Юго-Западный за школой блокпост,1
Новая почта 137 отделение,1
"10:05 Полиция стоит на против декор Хаус это возле эпицентра как ехать в сторону китайской рынка, три человека, активна работают леденцами.",1
"Балковская-Заньковецкая, в сторону Пересыпи, Б/П.",1
"Жолио-Кюри 24А какой-то движ из двух ментовских патрульных брычек, непонятные разборки, пишут объяснительные кому чего непонятно",1
Троицкая-Преображенская-Новосельского. 6 Псов и Мусор,1
"Базар Черёмушки, центральный вход, заехал военный L200. Будьте аккуратны.",1
Початок рынок. Две патрульки стоят - маяками манят*,1
"17:35 Люстдорфскся дорогая, через дорогу от Миратона развернули блокпост, стоят ТЦК",1
БП Юго-западный в сторону Таирова с ментами тормозят авто,1
Альтаир-2 там оформление ДТП а не БП.,1
Гиены на юго-западном готовят блок пост в сторону города,1
Поворот на Беляевку с Теплодара стоят и те и другие душегубы!,1
Теплодаровский поворот на Беляевку. Тцк +полиция,1
Встречают электрички Одесса-малая,1
Юго-Западный в город актуально.,1
Бус зелёный возле эпицентра на 7 км стоит там без движения уже второй день пустой...,1
Раскидайловская-Ризовская ( ПН 52) черные + зелёные… вцепились в мужичка,1
Радужный 1 упаковали пацана,1
Нисан ванете на евробл.ползёт с ямы в сторону куяльника,1
"БРСМ возле Борея в сторону Одессы, укртрансбезпека. ТЦК не замечены. Может пригодится кому-то инфа",1
"16:54 Дворы Космонавта-Комарова, выезд на Генерала Петрова",1
Юго-Западный в сторону Таирова 17:30,1
"ТЕПЛОДАР поворот на Беляевку стоят гестаповцы и душегубы, берегите себя!",1
На 7.30 Б. Арнаутская- Портофр.,1
"Юго-Западный БП, гоблины и оборотни кошмарят",1
"Доброго ранку! Минут 15 назад Генерала Петрова возле мясолюба белый спринтер принял 2 парней,",1
По ильичёвскую курсирует серый hyundai будьте аккуратны,1
"Таирово напротив эпицентра за окко, мусора с леденцом, выборочно тормозят",1
